SampleID_old,DatabaseCode,SampleID,StationCode,SampleDate,SampleDate,Replicate,S2,S2QCmin,D18,D18QCmin,H20,H20QCmin,SoftAlgaeSampleTypesPresent,QualPresent,DiatomSamplePresent,totalDiatomCount,EntityCount,DiatomCountFlag,SoftAlgaeEntityCountFlag,numberPurged,purgedTaxa,propAchMin,QCsedtolPropValvesWithTraits,RAWsedtolhigh,QChaloPropValvesWithTraits,RAWhalo,QCsaprobityPropValvesWithTraits,RAWsapro,QCDOPropValvesWithTraits,RAWDO50,RAWDO100,QCTrophicStatePropValvesWithTraits,RAWeutro,QCNhetPropValvesWithTraits,RAWNhet,QCPtraitPropValvesWithTraits,RAWlowP,QCNtraitPropValvesWithTraits,RAWlowN,QCMotilityPropValvesWithTraits,RAWhighlymot,SCALEDAchMin,SCALEDsedtolhigh,SCALEDhalo,SCALEDsapro,SCALEDDO50,SCALEDDO100,SCALEDeutro,SCALEDNhet,SCALEDlowP,SCALEDlowN,SCALEDhighlymot,highDOCbRAW,highDOCbQCpropBiovolWithTraits,highDOCbQCpropTaxaWithTraits,nonrefbRAW,nonrefbQCpropBiovolWithTraits,nonrefbQCpropTaxaWithTraits,propBiovolChlorRAW,propBiovolChlorQCpropBiovolWithTraits,propBiovolChlorQCpropTaxaWithTraits,highCuspRAW,highCuspQCpropBiovolWithTraits,highCuspQCpropTaxaWithTraits,highDOCspRAW,highDOCspQCpropBiovolWithTraits,highDOCspQCpropTaxaWithTraits,nonrefspRAW,nonrefspQCpropBiovolWithTraits,nonrefspQCpropTaxaWithTraits,lowTPspRAW,lowTPspQCpropBiovolWithTraits,lowTPspQCpropTaxaWithTraits,propBiovolZHRRAW,propBiovolZHRQCpropBiovolWithTraits,propBiovolZHRQCpropTaxaWithTraits,propTaxaZHRspRAW,meanZHRRAW,totalBiovolGreenRAW,totalBiovolCRUSRAW,propGreenCRUSRAW,totalBiovolCRUSQCpropBiovolWithTraits,totalBiovolCRUSQCpropTaxaWithTraits,SCALEDhighCusp,SCALEDhighDOCsp,SCALEDlowTPsp,SCALEDmeanZHR,SCALEDnonrefsp,SCALEDhighDOCb,SCALEDnonrefb,SCALEDpropBiovolZHR,SCALEDpropBiovolChlor,SCALEDpropGreenCRUS
404S26868_6.26.12_1,SWAMP,404S26868_06262012_1,404S26868,6/26/12,6.26.12,1,7,1,48,0.686666667,34,0.686666667,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,308,Adequate,Adequate,0,,0,1,0.095,0.74,0.301801802,0.725,0.72183908,0.696666667,0.767942584,0.002392344,0.73,0.924657534,0.701666667,0.083135392,0.686666667,0.002427184,0.726666667,0.002293578,1,0.088333333,0,8,4,7,4,0,1,8,0,0,8,0.999895072,1,1,0.999892039,1,1,0.999891295,1,1,0.25,1,1,0.75,1,1,0.5,1,1,0,1,1,0,1,1,0,0,0.999996222,0.999891295,0.999895072,1,1,3,0,0,0,0,1,0,0,0,1
404S32468_6.26.12_1,SWAMP,404S32468_06262012_1,404S32468,6/26/12,6.26.12,1,72,0.7,66,0.346666667,64,0.346666667,Macroalgae_Microalgae_Qualitative,Yes,Yes,600,392,Adequate,Adequate,0,,0.011666667,0.89,0.164794007,0.77,0.075757576,0.77,0.878787879,0.77,0.995670996,0.649350649,0.77,0.25974026,0.765,0.117647059,0.346666667,0.105769231,0.355,0.342723005,0.996666667,0.14548495,1,7,8,9,9,10,10,7,2,4,7,0.000475939,0.820264182,0.775,0.000902571,0.820264182,0.775,0.121006226,1,1,0.142857143,0.819621092,0.7,0.129032258,0.820264182,0.775,0.096774194,0.820264182,0.775,0,0.820264182,0.775,0.660766144,1,1,0.325,0.492883072,0.708449711,0,0,1,1,6,10,0,8,9,10,10,7,8,10
519PS0340_6.26.12_1,SWAMP,519PS0340_06262012_1,519PS0340,6/26/12,6.26.12,1,62,0.6,58,0.747884941,61,0.6,Microalgae_Qualitative,Yes,Yes,591,2,Adequate,Inadequate,2,"""Geissleria kriegeri","Gyrosigma reimeri""",0.00676819,1,0.143824027,0.820642978,0.131958763,0.781725888,0.647186147,0.75465313,0.878923767,0.035874439,0.818950931,0.820247934,0.758037225,0.151785714,0.747884941,0.027149321,0.781725888,0.034632035,1,0.14213198,1,7,7,6,7,1,2,7,1,1,7,0,0.840923538,0.8,1,0.840923538,0.8,0,1,1,0,0.840923538,0.6,0,0.840923538,0.8,0.25,0.840923538,0.8,0,0.840923538,0.8,0,1,1,0.2,0.1,0.840923538,0,0,1,1,10,10,0,2,5,10,0,0,2
519PS0514_6.26.12_1,SWAMP,519PS0514_06262012_1,519PS0514,6/26/12,6.26.12,1,25,0.888888889,54,0.694630872,45,0.694630872,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,596,301,Adequate,Adequate,2,"""Geissleria similis","Navicula sp 7""",0,0.991610738,0.147208122,0.815436242,0.205761317,0.713087248,0.816470588,0.694630872,0.905797101,0.033816425,0.724832215,0.928240741,0.69966443,0.119904077,0.736577181,0.002277904,0.687919463,0.004878049,0.991610738,0.145516074,0,7,6,8,7,1,1,7,0,0,7,0.969975728,1,1,0.959971243,1,1,0,1,1,0.125,0.999989183,0.888888889,0.555555556,1,1,0.333333333,1,1,0,1,1,0,1,1,0.111111111,0.070562283,0.989981382,0.959967926,0.969682809,1,1,6,3,0,2,3,1,1,1,1
911NCPCRx_6.26.12_1,SWAMP,911NCPCRx_06262012_1,911NCPCRx,6/26/12,6.26.12,1,88,0.636770934,NA,NA,NA,NA,Microalgae_Qualitative,Yes,No,NA,152,Inadequate,Inadequate,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048200112,0.979405231,0.833333333,0.006144448,0.979405231,0.916666667,0,1,1,0,0.636770934,0.833333333,0.2,0.979405231,0.833333333,0.090909091,0.979405231,0.916666667,0.181818182,0.979405231,0.916666667,0.877682226,1,1,0.583333333,0.73050778,0,0,0,1,1,10,8,6,10,9,9,9,9,10,10
SMC05296_6.26.12_1,SMC,SMC05296_06262012_1,SMC05296,6/26/12,6.26.12,1,57,0.714285714,64,0.783333333,66,0.714285714,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,313,Adequate,Adequate,0,,0,1,0.065,0.981666667,0.269949066,0.946666667,0.924295775,0.935,0.994652406,0.010695187,0.946666667,0.947183099,0.938333333,0.06749556,0.783333333,0.068085106,0.956666667,0.055749129,1,0.065,0,9,5,9,9,0,1,8,1,1,9,0.969821987,0.999999852,0.904761905,0.969821987,0.999999852,0.904761905,0.969821872,0,0,0.133333333,0.999999701,0.714285714,0.105263158,0.999999852,0.904761905,0.157894737,0.999999852,0.904761905,0.157894737,0.999999852,0.904761905,0.030173609,0,0,0.380952381,0.205562995,0.969985175,0.969821707,0.999831473,0.999999852,0.965517241,6,10,5,4,8,1,1,1,1,1
105NWC151_6.26.13_1,SWAMP,105NWC151_06262013_1,105NWC151,6/26/13,6.26.13,1,70,0.857142857,78,0.816971714,75,0.816971714,Macroalgae_Microalgae,No,Yes,601,323,Adequate,Adequate,0,,0.174708819,0.996672213,0.190317195,0.903494176,0.055248619,0.883527454,0.892655367,0.855241265,0.984435798,0.53307393,0.880199667,0.262759924,0.851913478,0.048828125,0.816971714,0.452138493,0.846921797,0.671905697,0.996672213,0.183639399,6,6,9,9,9,8,10,9,6,8,6,0.120024855,0.998851255,0.928571429,0.229996528,0.998851255,0.928571429,0.690186104,0,0,0.055555556,0.998795594,0.857142857,0.179487179,0.998851255,0.928571429,0.102564103,0.998851255,0.928571429,0.051282051,0.998851255,0.928571429,0.309212457,0,0,0.142857143,0.2260348,0.996469383,0,0,0.998973999,0.952380952,8,9,2,4,9,8,7,4,3,10
105WLC135_6.26.13_1,SWAMP,105WLC135_06262013_1,105WLC135,6/26/13,6.26.13,1,62,0.725,74,0.778702163,72,0.725,Microalgae_Qualitative,Yes,Yes,601,305,Adequate,Adequate,0,,0.058236273,0.986688852,0.116357504,0.91014975,0.071297989,0.903494176,0.94106814,0.87687188,0.996204934,0.599620493,0.900166389,0.23844732,0.873544093,0.041904762,0.778702163,0.239316239,0.885191348,0.680451128,0.986688852,0.101180438,2,8,8,10,9,9,10,9,3,9,8,0.004747067,0.948010133,0.85,0.002422471,0.948010133,0.85,0.722166736,1,1,0.172413793,0.945257192,0.725,0.176470588,0.948010133,0.85,0.117647059,0.948010133,0.85,0.029411765,0.948010133,0.85,0.256745298,1,1,0.125,0.190872649,0.943294245,0,0,0.998027319,0.975609756,5,9,1,3,9,9,9,3,3,10
403S16332_6.26.13_1,SWAMP,403S16332_06262013_1,403S16332,6/26/13,6.26.13,1,78,0.826086957,64,0.823333333,64,0.823333333,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,304,Adequate,Adequate,0,,0.008333333,0.99,0.092592593,0.978333333,0.221465077,0.963333333,0.873702422,0.955,0.945898778,0.033158813,0.963333333,0.918685121,0.955,0.083769634,0.823333333,0.113360324,0.951666667,0.117338004,0.99,0.092592593,1,8,6,9,8,1,1,8,2,2,8,0.000209523,0.942476383,0.826086957,0.00014796,0.942476383,0.826086957,0.067219783,1,0,0.105263158,0.942476383,0.826086957,0.210526316,0.942476383,0.826086957,0.105263158,0.942476383,0.826086957,0.105263158,0.942476383,0.826086957,0.797872355,1,0,0.304347826,0.551110091,0.220871921,0,0,1,0.972972973,7,8,4,9,9,10,10,8,9,10
403S16978_6.26.13_1,SWAMP,403S16978_06262013_1,403S16978,6/26/13,6.26.13,1,58,0.842105263,76,0.74,74,0.74,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,301,Adequate,Adequate,0,,0,0.98,0.090136054,0.925,0.192792793,0.915,0.887067395,0.89,0.975655431,0.037453184,0.913333333,0.841240876,0.876666667,0.041825095,0.74,0.441441441,0.908333333,0.381651376,0.98,0.090136054,0,8,6,9,9,1,2,9,6,5,8,0.907224565,0.970003064,0.894736842,0.865991366,0.970003064,0.894736842,0.948982763,0,0,0.0625,0.970001965,0.842105263,0.235294118,0.970003064,0.894736842,0.117647059,0.970003064,0.894736842,0.176470588,0.970003064,0.894736842,0.010203218,0,0,0.315789474,0.162996346,0.940005124,0.930005016,0.989361645,0.980002042,0.909090909,8,8,6,3,9,1,2,1,1,1
SMC06079_6.26.13_1,SMC,SMC06079_06262013_1,SMC06079,6/26/13,6.26.13,1,42,0.75,68,0.921797005,61,0.75,Epiphyte_Macroalgae_Microalgae,No,Yes,601,301,Adequate,Adequate,0,,0.051580699,0.986688852,0.114671164,0.968386023,0.10137457,0.968386023,0.826460481,0.921797005,0.933212996,0.059566787,0.968386023,0.773195876,0.921797005,0.070397112,0.93843594,0.136524823,0.941763727,0.118374558,0.986688852,0.089376054,2,8,8,8,8,1,3,8,2,2,8,0.959996999,0.999999768,0.8,0.93999681,0.999999768,0.8,0.939996574,1,1,0.133333333,0.999999768,0.75,0.4375,0.999999768,0.8,0.1875,0.999999768,0.8,0.125,0.999999768,0.8,0.025000677,1,1,0.15,0.087500339,0.964996478,0.939996365,0.974093053,1,1,6,5,4,2,7,1,1,1,1,1
SMC06079_6.26.13_2,SMC,SMC06079_06262013_2,SMC06079,6/26/13,6.26.13,2,35,0.833333333,66,0.895,59,0.833333333,Epiphyte_Macroalgae_Microalgae,No,Yes,600,301,Adequate,Adequate,0,,0.023333333,1,0.048333333,0.958333333,0.16,0.945,0.710758377,0.931666667,0.878354204,0.030411449,0.958333333,0.855652174,0.931666667,0.076923077,0.895,0.108007449,0.941666667,0.086725664,1,0.04,1,9,7,7,7,1,2,8,2,1,9,0.999996492,0.999999871,0.916666667,0.249999588,0.999999871,0.916666667,0.249999979,1,1,0.1,0.999998412,0.833333333,0.454545455,0.999999871,0.916666667,0.272727273,0.999999871,0.916666667,0.090909091,0.999999871,0.916666667,0,1,1,0,0,0.249999979,0.249998642,0.999994651,1,1,7,5,3,0,5,1,7,0,7,1
SMC10756_6.26.13_1,SMC,SMC10756_06262013_1,SMC10756,6/26/13,6.26.13,1,38,0.759022141,72,0.951666667,60,0.759022141,Epiphyte_Macroalgae_Microalgae,No,Yes,600,306,Adequate,Adequate,0,,0.405,0.99,0.173400673,0.958333333,0.045217391,0.958333333,0.744347826,0.955,0.897033159,0.572425829,0.958333333,0.412173913,0.955,0.239092496,0.951666667,0.57793345,0.946666667,0.572183099,0.99,0.17003367,10,7,9,7,7,9,8,5,8,7,6,0.512741463,0.759022141,0.833333333,0.552173357,0.759022141,0.833333333,0.419083082,1,1,0.266666667,0.759022141,0.833333333,0.266666667,0.759022141,0.833333333,0.266666667,0.759022141,0.833333333,0.066666667,0.759022141,0.833333333,0.339537766,1,1,0.111111111,0.225324439,0.41981108,0.389148577,0.926961187,1,1,3,7,3,4,5,5,5,4,6,1
802NJR147_6.26.14_1,SWAMP,802NJR147_06262014_1,802NJR147,6/26/14,6.26.14,1,72,0.833333333,74,0.529313233,69,0.529313233,Microalgae_Qualitative,Yes,Yes,597,300,Adequate,Adequate,1,Achnanthidium rivulare,0.035175879,0.996649916,0.124369748,0.663316583,0.027777778,0.653266332,0.841025641,0.584589615,0.94269341,0.260744986,0.621440536,0.48787062,0.551088777,0.018237082,0.529313233,0.243670886,0.614740369,0.179836512,0.996649916,0.112605042,2,8,9,8,8,4,7,9,3,3,7,0.021287987,0.927077231,0.833333333,0.005652819,0.927077231,0.833333333,0,1,1,0.2,0.927077231,0.833333333,0.3,0.927077231,0.833333333,0.2,0.927077231,0.833333333,0.2,0.927077231,0.833333333,0.891366636,1,1,0.166666667,0.529016651,0,0,0,1,1,4,7,7,8,7,9,9,9,10,10
SMC05694_6.26.14_1,SMC,SMC05694_06262014_1,SMC05694,6/26/14,6.26.14,1,43,0.666666667,26,0.54,29,0.54,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,610,Adequate,Adequate,4,"""Cladophora",Kirchneriella,Symploca,"Cladophora""",0.003333333,1,0.435,0.98,0.338435374,0.96,0.512152778,0.945,0.823633157,0.474426808,0.96,0.53125,0.945,0.463844797,0.54,0.009259259,0.533333333,0.05,1,0.415,1,2,4,4,5,8,6,1,1,1,1,0.863611148,0.963348506,0.777777778,0.005696565,0,0,0.136100349,1,1,0.25,0.961706366,0.666666667,0.5,0.963348506,0.777777778,0.214285714,0.963348506,0.777777778,0.071428571,0,0,0,1,1,0,0,0.136100349,0,0,1,1,3,4,3,0,6,2,9
SMC07128_6.26.14_1,SMC,SMC07128_06262014_1,SMC07128,6/26/14,6.26.14,1,73,0.75,36,0.76293823,51,0.75,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,599,304,Adequate,Adequate,11,"""Vaucheria",Batrachospermum,Achnanthidium rivulare,Leptolyngbya,Leptolyngbya,Nostoc,Oedogonium sp 13,Nostoc,Oedogonium sp 11,Oedogonium sp 13,"Vaucheria""",0.031719533,1,0.315525876,0.833055092,0.23246493,0.826377295,0.509090909,0.797996661,0.677824268,0.079497908,0.833055092,0.791583166,0.797996661,0.322175732,0.76293823,0.094091904,0.804674457,0.093360996,1,0.21869783,1,4,6,4,2,1,3,4,2,2,5,0.000011,0.998678371,0.833333333,0.002154453,0.998678371,0.833333333,0.015292934,1,1,0.111111111,0.998396689,0.75,0,0,0.833333333,0.2,0.998678371,0.833333333,0.2,0.998678371,0.833333333,0,1,1,0,0,0,0,0,1,1
904M21713_6.26.15_1,SMC,904M21713_06262015_1,904M21713,6/26/15,6.26.15,1,22,0.761904762,NA,0,NA,0,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,No,0,693,Inadequate,Adequate,1,Pseudostaurosira sp 1,0,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.919557047,0.994895647,0.80952381,0.979729054,0.994895647,0.80952381,0.974810209,1,1,0.375,0.97489387,0.761904762,0.441176471,0.994895647,0.80952381,0.294117647,0.994895647,0.80952381,0.058823529,0.994895647,0.80952381,0,1,1,0.023809524,0.011904762,0.974907293,0.914512728,0.938050966,0.999991919,0.979591837,0,5,2,1,4,1,1,0,1,1
905M21721_6.26.15_1,SMC,905M21721_06262015_1,905M21721,6/26/15,6.26.15,1,42,0.636363636,NA,NA,NA,NA,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,No,NA,300,Inadequate,Adequate,6,"""Anabaena californica",Phormidium cf breve,Tychonema sp 3,Anabaena californica,Anabaena sphaerica,"Phormidium cf breve""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,0.821464505,0.975684949,0,0,0.975684949,0.772727273,0.871857216,1,0.954545455,0.142857143,0.975580118,0.636363636,0.176470588,0.975684949,0.772727273,0.176470588,0.975684949,0,0,0.975684949,0.772727273,0.060400879,1,0.954545455,0.181818182,0.12110953,0,0,0,1,0,6,9,0,2,7
LALA1_6.27.07_1,Betty,LALA1_06272007_1,LALA1,6/27/07,6.27.07,1,17,1,60,0.865,50,0.865,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,300,Adequate,Adequate,0,,0.218333333,1,0.176666667,0.881666667,0.192816635,0.881666667,0.844990548,0.881666667,0.897920605,0.748582231,0.881666667,0.24952741,0.881666667,0.213610586,0.865,0.252408478,0.878333333,0.74573055,1,0.121666667,7,7,6,8,7,10,10,6,4,9,7,0.999958168,1,1,0.999933215,1,1,0.999971978,1,1,0.3,1,1,0.65,1,1,0.35,1,1,0.05,1,1,0.00000676,1,1,0.05,0.025003379,0.999971978,0.999471391,0.999499399,1,1,2,1,2,1,3,1,0,1,0,1
LALK1_6.27.07_1,Betty,LALK1_06272007_1,LALK1,6/27/07,6.27.07,1,33,1,76,0.8896,64,0.8896,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,625,300,Adequate,Adequate,0,,0.448,1,0.1408,0.9488,0.150084317,0.9488,0.6846543,0.9344,0.994863014,0.481164384,0.9488,0.451939292,0.9344,0.159246575,0.8896,0.579136691,0.9504,0.538720539,1,0.1408,10,7,7,6,9,8,7,7,8,7,7,0.949028075,1,1,0.95875501,1,1,0.964492552,1,1,0.166666667,1,1,0.4,1,1,0.333333333,1,1,0.1,1,1,0.020362279,1,1,0.133333333,0.076847806,0.984855495,0.948648105,0.963235834,1,1,5,5,4,2,3,1,1,1,1,1
TJCT2_6.27.07_1,Betty,TJCT2_06272007_1,TJCT2,6/27/07,6.27.07,1,55,1,68,0.826446281,59,0.826446281,Macroalgae_Microalgae_Qualitative,Yes,Yes,605,300,Adequate,Adequate,0,,0.018181818,1,0.07768595,0.885950413,0.089552239,0.885950413,0.529850746,0.879338843,0.930451128,0.063909774,0.879338843,0.832706767,0.879338843,0.060150376,0.826446281,0.1,0.87107438,0.111954459,1,0.028099174,1,8,8,4,8,1,2,8,2,2,9,0.000878195,1,1,0.000000113,1,1,0,1,1,0,1,1,0.571428571,1,1,0.142857143,1,1,0,1,1,0.00000376,1,1,0.142857143,0.071430454,0,0,0,1,1,10,3,0,2,8,10,10,1,10,10
TJPC1_6.27.07_1,Betty,TJPC1_06272007_1,TJPC1,6/27/07,6.27.07,1,78,1,52,0.75,65,0.75,Microalgae_Qualitative,Yes,Yes,600,300,Adequate,Adequate,0,,0.053333333,1,0.176666667,0.868333333,0.174664107,0.868333333,0.518234165,0.76,0.745614035,0.111842105,0.868333333,0.62571977,0.75,0.111111111,0.753333333,0.112831858,0.78,0.111111111,1,0.17,2,7,7,4,3,2,5,7,2,2,6,0.181524048,1,1,0.056649007,1,1,0.112517718,1,1,0,1,1,0.25,1,1,0.125,1,1,0.25,1,1,0,1,1,0.375,0.1875,0.112517718,0,0,1,1,10,8,8,3,8,8,9,0,8,10
SMC00608_6.27.11_1,SMC,SMC00608_06272011_1,SMC00608,6/27/11,6.27.11,1,23,0.888888889,92,0.986666667,66,0.888888889,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,475,Adequate,Adequate,0,,0.793333333,1,0.031666667,0.986666667,0.033783784,0.986666667,0.934121622,0.986666667,0.974662162,0.927364865,0.986666667,0.072635135,0.986666667,0.035472973,0.988333333,0.927487352,0.873333333,0.917938931,1,0.025,10,9,9,9,9,10,10,9,10,10,9,0.997746537,0.999999405,0.962962963,0.997611371,0.999999405,0.962962963,0.999963087,1,1,0.333333333,0.999981749,0.888888889,0.461538462,0.999999405,0.962962963,0.230769231,0.999999405,0.962962963,0.038461538,0.999999405,0.962962963,0,1,1,0,0,0.999963087,0.996590829,0.996627618,1,1,1,4,2,0,6,1,1,0,0,1
SMC00684_6.27.11_1,SMC,SMC00684_06272011_1,SMC00684,6/27/11,6.27.11,1,70,0.381703295,92,0.866666667,80,0.381703295,Macroalgae_Microalgae_Qualitative,Yes,Yes,600,302,Adequate,Adequate,0,,0.748333333,0.998333333,0.066777963,0.898333333,0.040816327,0.898333333,0.914656772,0.893333333,0.994402985,0.876865672,0.898333333,0.092764378,0.893333333,0.013059701,0.866666667,0.923076923,0.88,0.897727273,0.998333333,0.043405676,10,9,9,9,9,10,10,9,10,10,9,0.00097931,0.481229299,0.791666667,0.000756699,0.481229299,0.791666667,0.006266021,0,0,0.117647059,0.381703295,0.708333333,0.157894737,0.481229299,0.791666667,0.105263158,0.481229299,0.791666667,0.052631579,0.481229299,0.791666667,0.529284247,0,0,0.083333333,0.30630879,0.010843961,0,0,0.530716468,0.888888889,7,9,2,5,9,10,10,6,9,10
SMC00686_6.27.11_1,SMC,SMC00686_06272011_1,SMC00686,6/27/11,6.27.11,1,37,0.9,42,0.373333333,38,0.373333333,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,337,Adequate,Adequate,0,,0.003333333,0.99,0.2996633,0.703333333,0.154028436,0.703333333,0.654028436,0.69,0.801932367,0.442028986,0.69,0.458937198,0.69,0.328502415,0.373333333,0.017857143,0.388333333,0.017167382,0.99,0.223905724,1,4,7,6,5,7,7,4,1,1,5,0.320886298,0.999999035,0.95,0.241171878,0.999999035,0.95,0.820557052,1,1,0.277777778,0.999992126,0.9,0.473684211,0.999999035,0.95,0.315789474,0.999999035,0.95,0.052631579,0.999999035,0.95,0.099675762,1,1,0.1,0.099837881,0.900250428,0.209195112,0.232374354,1,1,3,4,2,2,4,7,7,1,2,7
SMC02749_6.27.11_1,SMC,SMC02749_06272011_1,SMC02749,6/27/11,6.27.11,1,35,0.764705882,66,0.718333333,44,0.718333333,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,303,Adequate,Adequate,0,,0,1,0.091666667,0.813333333,0.133196721,0.718333333,0.113689095,0.718333333,0.981438515,0.104408353,0.7,0.995238095,0.718333333,0.013921114,0.738333333,0,0.703333333,0,1,0.081666667,0,8,7,0,9,2,0,9,0,0,8,0.982014034,1,0.882352941,0.005719947,1,0.882352941,0.036138282,1,1,0.461538462,0.999971226,0.764705882,0.6,1,0.882352941,0.133333333,1,0.882352941,0,1,0.882352941,0.00934273,1,1,0.058823529,0.03408313,0.725088448,0,0,1,1,0,2,0,1,8,1,9,1,9,10
SMC12862_6.27.11_1,SMC,SMC12862_06272011_1,SMC12862,6/27/11,6.27.11,1,22,0.875,50,0.533333333,38,0.533333333,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,301,Adequate,Adequate,0,,0.008333333,1,0.01,0.806666667,0.654958678,0.595,0.473389356,0.533333333,1,0.20625,0.611666667,0.776566757,0.533333333,0.315625,0.57,0.038011696,0.595,0.072829132,1,0.01,1,10,0,4,10,3,3,4,1,1,10,0.987536239,0.993080818,0.875,0.987229934,0.993080818,0.875,0.992878873,1,1,0.380952381,0.993080818,0.875,0.428571429,0.993080818,0.875,0.19047619,0.993080818,0.875,0,0.993080818,0.875,0,1,1,0,0,0.992921173,0.980330997,0.987320065,0.999522985,0.96875,0,5,0,0,7,1,1,0,1,1
206BRC020_6.27.12_1,SWAMP,206BRC020_06272012_1,206BRC020,6/27/12,6.27.12,1,40,1,22,0.718333333,31,0.718333333,Microalgae,No,Yes,600,11,Adequate,Inadequate,0,,0,0.99,0.452861953,0.743333333,0.576233184,0.731666667,0.264236902,0.731666667,0.98405467,0.025056948,0.726666667,0.938073394,0.726666667,0.566513761,0.718333333,0.032482599,0.723333333,0.032258065,0.99,0.452861953,0,1,0,1,9,1,1,0,1,1,0,0.025903073,1,1,0.025903073,1,1,0,1,1,0,1,1,0.5,1,1,0.5,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,10,4,0,0,0,9,9,0,10,10
206BRC020_6.27.12_2,SWAMP,206BRC020_06272012_2,206BRC020,6/27/12,6.27.12,2,40,1,36,0.671666667,40,0.671666667,Microalgae,No,Yes,600,7,Adequate,Inadequate,0,,0,0.993333333,0.308724832,0.688333333,0.450363196,0.685,0.364963504,0.678333333,0.977886978,0.01965602,0.685,0.97080292,0.678333333,0.407862408,0.671666667,0.024813896,0.675,0.02962963,0.993333333,0.308724832,0,4,2,2,9,0,0,2,1,1,3,0.013764628,1,1,0.013764628,1,1,0,1,1,0,1,1,0.5,1,1,0.5,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,10,4,0,0,0,9,9,0,10,10
403S06139_6.27.12_1,SWAMP,403S06139_06272012_1,403S06139,6/27/12,6.27.12,1,78,0.75,64,0.765,68,0.75,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,301,Adequate,Adequate,1,Pinnularia cf viridis,0.036666667,1,0.251666667,0.953333333,0.146853147,0.888333333,0.765478424,0.765,0.952069717,0.283224401,0.876666667,0.557034221,0.765,0.204793028,0.866666667,0.440384615,0.811666667,0.49486653,1,0.25,2,5,7,7,8,5,6,6,6,6,4,0.000104162,0.928896402,0.854166667,0.000079,0.928896402,0.854166667,0.708919216,1,1,0.055555556,0.902844629,0.75,0.073170732,0.928896402,0.854166667,0.073170732,0.928896402,0.854166667,0.12195122,0.928896402,0.854166667,0.208763255,1,1,0.375,0.291881627,0.873436399,0,0,1,1,8,10,4,5,10,10,10,3,3,10
403S06315_6.27.12_1,SWAMP,403S06315_06272012_1,403S06315,6/27/12,6.27.12,1,88,0.657894737,64,0.826955075,70,0.657894737,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,601,312,Adequate,Adequate,0,,0.008319468,1,0.465890183,0.916805324,0.08892922,0.915141431,0.92,0.826955075,0.997987928,0.402414487,0.91014975,0.458866545,0.826955075,0.16498994,0.846921797,0.428290766,0.860232945,0.462282398,1,0.465890183,1,1,8,9,10,6,7,7,6,6,0,0.0000691,0.785076369,0.736842105,0.022716678,0.785076369,0.763157895,0.022434825,1,0,0.08,0.780269597,0.657894737,0.107142857,0.785076369,0.736842105,0.103448276,0.785076369,0.763157895,0.206896552,0.785076369,0.763157895,0.953396966,1,0,0.394736842,0.674066904,0.749885195,0,0,1,0.977272727,7,10,7,10,9,10,9,10,9,10
